show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s376,TV Show,The Shadow Network Reloaded,Ryan Coogler,"Natalie Portman, Shah Rukh Khan, Ryan Gosling",Japan,"April 14, 2021",2016,TV-PG,3 Seasons,"Kids TV, Family Watch Together TV",A teacher navigates the dangerous underbelly of small-town America in this visually stunning thriller where the truth comes to light and survival demands everything.
s377,TV Show,Command Center,Pedro Almodóvar,"Deepika Padukone, Denzel Washington, Awkwafina",United States,"July 6, 2021",2022,TV-G,6 Seasons,"TV Action & Adventure, International TV Shows","After a devastating loss, a rebel leader in Los Angeles is forced to confront a ruthless crime lord and risk everything for justice. A visually stunning exploration of revenge."
s378,TV Show,Operation Echo Chronicles,Alfonso Cuarón,"Viola Davis, Dev Patel, Priyanka Chopra",France,"August 7, 2017",2007,TV-MA,6 Seasons,"Docuseries, International TV Shows","In the heart of a remote island, a young woman uncovers a dangerous secret that pulls them into a world of crime. A visually stunning tale of loyalty and identity."
s379,TV Show,The Underground,François Truffaut,"Samuel L. Jackson, Shah Rukh Khan, Jun Ji-hyun",Mexico,"November 27, 2020",2003,R,3 Seasons,"Crime TV Shows, Docuseries","In the heart of rural France, a single father uncovers a dangerous secret that pulls them into a world of political intrigue. A heart-wrenching tale of redemption and betrayal."
s380,TV Show,Covert Ops Reloaded,James Wan,"Florence Pugh, Deepika Padukone, Aamir Khan",Brazil,"November 28, 2017",2022,R,6 Seasons,"Dramas, International TV Shows","When a shocking murder shakes the foundations of their life, a grieving mother in the Arctic discovers that the stakes become personal. A darkly comic journey of revenge and sanity."
s381,TV Show,The Alliance,Ridley Scott,"Tom Hanks, Margot Robbie, Samuel L. Jackson",Japan,"January 25, 2022",2007,TV-PG,1 Season,"Comedies, Romantic TV Shows","A gripping story set in small-town America, following a rookie cop whose life is upended by a shocking murder. When betrayal strikes from within, they must find the strength to fight for the truth."
s382,TV Show,Night Shift,Ken Loach,"Jennifer Lawrence, Joaquin Phoenix, Natalie Portman",United Kingdom,"November 21, 2017",2000,TV-G,4 Seasons,"Talk Shows, Stand-Up Comedy","When a shocking murder shakes the foundations of their life, a young woman in the Arctic discovers that loyalties are tested. A gripping journey of love and sanity."
s383,TV Show,Undercover Season Zero,David Lynch,"Cate Blanchett, Lupita Nyong'o, Dev Patel",Brazil,"February 4, 2017",2001,TV-PG,4 Seasons,"Sci-Fi & Fantasy, TV Shows","Told across sweeping landscapes of Los Angeles, this gripping saga tracks a scientist through loss, loyalty, and an unexpected battle for their family."
s384,TV Show,Collateral Classified,Mike Leigh,"Brad Pitt, Jennifer Lawrence, Deepika Padukone",Brazil,"November 20, 2021",2000,TV-G,4 Seasons,"Crime TV Shows, Thrillers","Told across sweeping landscapes of futuristic Mumbai, this visually stunning saga tracks a teacher through loss, survival, and an unexpected battle for justice."
s385,TV Show,Covert Ops,Wong Kar-wai,"Park Bo-gum, Dev Patel, John David Washington",India,"April 27, 2021",2004,R,6 Seasons,"Docuseries, International TV Shows","When an unexpected reunion shakes the foundations of their life, a former soldier in Tokyo discovers that old enemies resurface. A gripping journey of redemption and sanity."
s386,TV Show,The Negotiation,James Wan,"Zazie Beetz, Riz Ahmed, Shah Rukh Khan",Brazil,"March 18, 2018",2015,R,3 Seasons,"TV Dramas, International TV Shows","In the heart of modern Seoul, a detective uncovers a dangerous secret that pulls them into a world of political intrigue. A gripping tale of revenge and love."
s387,TV Show,Outbreak Classified,Martin Scorsese,"Dev Patel, Lupita Nyong'o, Adam Driver",Japan,"August 22, 2022",2022,R,4 Seasons,"Anime Series, Action & Adventure","When a shocking murder shakes the foundations of their life, a scientist in a remote island discovers that the stakes become personal. A gripping journey of justice and humanity."
s388,TV Show,Black Mirror Effect,James Wan,"Saoirse Ronan, Tom Hanks, Denzel Washington",Japan,"April 7, 2020",2023,TV-G,3 Seasons,"Crime TV Shows, Thrillers","In the heart of Los Angeles, a surgeon uncovers a dangerous secret that pulls them into a world of crime. A pulse-pounding tale of identity and justice."
s389,TV Show,The Negotiation : Origins,Wes Anderson,"Samuel L. Jackson, Meryl Streep, Julianne Moore",Nigeria,"May 7, 2018",2007,TV-14,3 Seasons,"Crime TV Shows, International TV Shows","In the heart of Los Angeles, a rookie cop uncovers a dangerous secret that pulls them into a world of supernatural mystery. A gripping tale of redemption and revenge."
s390,TV Show,The Watchmen Season Zero,Denis Villeneuve,"Tilda Swinton, Robert De Niro, Samuel L. Jackson",South Korea,"June 12, 2022",2005,R,5 Seasons,"LGBTQ TV Shows, Dramas","Told across sweeping landscapes of the Arctic, this visually stunning saga tracks a journalist through loss, revenge, and an unexpected battle for redemption."
s391,TV Show,The Cover-Up Classified,Akira Kurosawa,"Emma Stone, Park Bo-gum, Viola Davis",Italy,"June 5, 2018",2001,TV-PG,6 Seasons,"Talk Shows, Stand-Up Comedy","In the heart of small-town America, a con artist uncovers a dangerous secret that pulls them into a world of supernatural mystery. A heart-wrenching tale of redemption and revenge."
s392,TV Show,Exposed,Agnès Varda,"Margot Robbie, Priyanka Chopra, Riz Ahmed",Brazil,"December 11, 2019",2016,TV-G,6 Seasons,"Dramas, International TV Shows","In the heart of modern Seoul, a young woman uncovers a dangerous secret that pulls them into a world of corporate greed. A critically acclaimed tale of justice and survival."
s393,TV Show,The Conspiracy,Federico Fellini,"Oscar Isaac, Idris Elba, Riz Ahmed",United States,"June 27, 2019",2017,TV-14,1 Season,"TV Action & Adventure, International TV Shows","After a devastating loss, a surgeon in small-town America is forced to confront an unstoppable force and risk everything for their family. A visually stunning exploration of revenge."
s394,TV Show,The Inner Ring,Bong Joon-ho,"Michael Fassbender, Anthony Mackie, Awkwafina",Brazil,"January 13, 2018",2014,TV-PG,2 Seasons,"Comedies, Romantic TV Shows","In the heart of war-torn Beirut, a con artist uncovers a dangerous secret that pulls them into a world of political intrigue. A critically acclaimed tale of betrayal and betrayal."
s395,TV Show,The Informant : Origins,Hirokazu Kore-eda,"Song Kang-ho, Jun Ji-hyun, Awkwafina",Turkey,"June 22, 2019",2009,TV-PG,6 Seasons,"Crime TV Shows, International TV Shows","Told across sweeping landscapes of war-torn Beirut, this emotionally charged saga tracks a detective through loss, love, and an unexpected battle for their family."
s396,TV Show,Trigger Point,Agnès Varda,"Steven Yeun, Lee Byung-hun, Zendaya",Australia,"July 5, 2018",2007,TV-14,6 Seasons,"TV Action & Adventure, International TV Shows","A visually stunning story set in Los Angeles, following a rogue agent whose life is upended by a sudden revelation. When old enemies resurface, they must find the strength to fight for their family."
s397,TV Show,Exposed Chronicles,Martin Scorsese,"Idris Elba, Adam Driver, Florence Pugh",Brazil,"March 12, 2021",2004,TV-MA,3 Seasons,"TV Horror, Thrillers",A con artist navigates the dangerous underbelly of futuristic Mumbai in this emotionally charged thriller where the truth comes to light and survival demands everything.
s398,TV Show,Black Mirror Effect Season Zero,Jean-Luc Godard,"Chris Pratt, Samuel L. Jackson, Daniel Kaluuya",United Kingdom,"October 26, 2021",2018,TV-G,4 Seasons,"Romantic TV Shows, Korean TV Shows","Set against the vivid backdrop of a remote island, this emotionally charged drama follows a single father grappling with betrayal and an unrelenting search for justice."
s399,TV Show,Black Mirror Effect,Lars von Trier,"Zazie Beetz, Denzel Washington, Zendaya",United States,"March 1, 2018",2002,TV-PG,4 Seasons,"TV Comedies, British TV Shows","Set against the vivid backdrop of Tokyo, this pulse-pounding drama follows a surgeon grappling with love and an unrelenting search for redemption."
s400,TV Show,Signal Lost,Yorgos Lanthimos,"Shah Rukh Khan, Daniel Kaluuya, Morgan Freeman",Mexico,"February 24, 2020",2006,TV-14,2 Seasons,"TV Dramas, British TV Shows","When a mysterious disappearance shakes the foundations of their life, a unlikely hero in small-town America discovers that the truth comes to light. A critically acclaimed journey of justice and humanity."
s401,TV Show,The Test Subject,David Fincher,"Jun Ji-hyun, Viola Davis, Michael Fassbender",Brazil,"April 26, 2021",2010,TV-G,5 Seasons,"TV Action & Adventure, International TV Shows","Set against the vivid backdrop of war-torn Beirut, this darkly comic drama follows a rogue agent grappling with redemption and an unrelenting search for their family."
s402,TV Show,Deep State,Spike Lee,"Amy Adams, Priyanka Chopra, Awkwafina",France,"March 22, 2022",2018,TV-G,1 Season,"Comedies, Romantic TV Shows","Set against the vivid backdrop of modern Seoul, this thought-provoking drama follows a exiled prince grappling with revenge and an unrelenting search for the truth."
s403,TV Show,Night Shift,Terrence Malick,"Aamir Khan, Jun Ji-hyun, Zendaya",Spain,"May 6, 2018",2016,TV-G,1 Season,"Romantic TV Shows, Korean TV Shows",A exiled prince navigates the dangerous underbelly of 1970s New York in this critically acclaimed thriller where everything goes wrong and survival demands everything.
s404,TV Show,The Resistance Reloaded,Kathryn Bigelow,"Daniel Kaluuya, Amy Adams, Morgan Freeman",India,"August 24, 2020",2014,TV-MA,1 Season,"Crime TV Shows, Thrillers",A single father navigates the dangerous underbelly of Los Angeles in this pulse-pounding thriller where the stakes become personal and survival demands everything.
s405,TV Show,The Agency Classified,Guillermo del Toro,"John David Washington, Amitabh Bachchan, Cate Blanchett",Nigeria,"March 9, 2020",2011,TV-14,2 Seasons,Reality TV,"In the heart of Los Angeles, a rebel leader uncovers a dangerous secret that pulls them into a world of espionage. A darkly comic tale of identity and justice."
s406,TV Show,Night Shift Chronicles,Alfonso Cuarón,"Aamir Khan, Shah Rukh Khan, Denzel Washington",South Korea,"April 12, 2018",2002,TV-G,1 Season,"Reality TV, Talk Shows","When an unexpected reunion shakes the foundations of their life, a con artist in rural France discovers that the truth comes to light. A pulse-pounding journey of loyalty and resilience."
s407,TV Show,The Power Struggle,Ridley Scott,"Julianne Moore, Tom Hanks, Margot Robbie",Brazil,"September 7, 2020",2013,TV-14,1 Season,"Romantic TV Shows, Korean TV Shows","A critically acclaimed story set in 1970s New York, following a detective whose life is upended by a shocking murder. When the stakes become personal, they must find the strength to fight for redemption."
s408,TV Show,Wildfire Classified,Spike Lee,"Joaquin Phoenix, Brad Pitt, Gemma Chan",Japan,"April 3, 2020",2009,TV-G,5 Seasons,"TV Horror, Thrillers","When a sudden revelation shakes the foundations of their life, a rebel leader in rural France discovers that old enemies resurface. A visually stunning journey of redemption and courage."
s409,TV Show,The Underground,James Wan,"Idris Elba, Meryl Streep, Dev Patel",Italy,"July 15, 2021",2020,TV-14,6 Seasons,"Reality TV, Talk Shows","In the heart of modern Seoul, a unlikely hero uncovers a dangerous secret that pulls them into a world of espionage. A darkly comic tale of survival and betrayal."
s410,TV Show,Emergency Protocol Chronicles,Kathryn Bigelow,"Amy Adams, Ryan Gosling, Deepika Padukone",Italy,"April 13, 2022",2001,R,2 Seasons,"Dramas, International TV Shows","A emotionally charged story set in 1970s New York, following a surgeon whose life is upended by a sudden revelation. When everything goes wrong, they must find the strength to fight for freedom."
s411,TV Show,The Task Force,Wes Anderson,"John David Washington, Priyanka Chopra, Tom Hanks",United Kingdom,"April 22, 2023",2021,TV-14,6 Seasons,"Talk Shows, Stand-Up Comedy","In the heart of modern Seoul, a scientist uncovers a dangerous secret that pulls them into a world of espionage. A gripping tale of redemption and survival."
s412,TV Show,The Cartel Files : Origins,Tim Burton,"Julianne Moore, Gemma Chan, Natalie Portman",France,"February 17, 2020",2023,TV-PG,4 Seasons,"TV Mysteries, Thrillers","Set against the vivid backdrop of a remote island, this critically acclaimed drama follows a single father grappling with identity and an unrelenting search for freedom."
s413,TV Show,The Kingpin,Steven Spielberg,"Florence Pugh, Viola Davis, Lee Byung-hun",Turkey,"September 14, 2021",2023,TV-14,4 Seasons,"TV Mysteries, Thrillers","When a devastating loss shakes the foundations of their life, a single father in futuristic Mumbai discovers that old enemies resurface. A pulse-pounding journey of redemption and resilience."
s414,TV Show,Double Agent,Alfonso Cuarón,"Tom Hanks, Anthony Mackie, Park Bo-gum",Australia,"August 20, 2017",2010,TV-G,2 Seasons,"TV Comedies, British TV Shows","Set against the vivid backdrop of 1970s New York, this darkly comic drama follows a teacher grappling with revenge and an unrelenting search for redemption."
s415,TV Show,The Watchmen Chronicles,Ingmar Bergman,"Song Kang-ho, Ana de Armas, Priyanka Chopra",Australia,"February 2, 2020",2018,TV-14,2 Seasons,"TV Comedies, British TV Shows",A exiled prince navigates the dangerous underbelly of Tokyo in this darkly comic thriller where old enemies resurface and survival demands everything.
s416,TV Show,The Division,Jane Campion,"Riz Ahmed, Shah Rukh Khan, Morgan Freeman",United States,"November 22, 2018",2008,TV-G,5 Seasons,"Reality TV, Talk Shows",A con artist navigates the dangerous underbelly of Los Angeles in this darkly comic thriller where betrayal strikes from within and survival demands everything.
s417,TV Show,Signal Lost Season Zero,Greta Gerwig,"Priyanka Chopra, Ali Wong, Gong Yoo",Italy,"September 10, 2021",2021,R,4 Seasons,"TV Comedies, British TV Shows","A emotionally charged story set in rural France, following a grieving mother whose life is upended by a sudden revelation. When everything goes wrong, they must find the strength to fight for their family."
s418,TV Show,The Watchmen,Francis Ford Coppola,"Julianne Moore, Song Kang-ho, Robert De Niro",South Korea,"December 3, 2020",2016,TV-PG,4 Seasons,"Talk Shows, Stand-Up Comedy","After a mysterious disappearance, a former soldier in futuristic Mumbai is forced to confront a dangerous enemy and risk everything for freedom. A heart-wrenching exploration of justice."
s419,TV Show,The Cartel Files,Bong Joon-ho,"Chris Pratt, Charlize Theron, Amy Adams",United Kingdom,"July 28, 2020",2020,TV-MA,5 Seasons,"Romantic TV Shows, Korean TV Shows",A detective navigates the dangerous underbelly of small-town America in this critically acclaimed thriller where the truth comes to light and survival demands everything.
s420,TV Show,The Task Force,Hirokazu Kore-eda,"Amy Adams, Ana de Armas, Daniel Kaluuya",Italy,"January 19, 2017",2006,TV-MA,5 Seasons,"Romantic TV Shows, Korean TV Shows","When a catastrophic accident shakes the foundations of their life, a single father in 1970s New York discovers that betrayal strikes from within. A visually stunning journey of love and resilience."
s421,TV Show,The Test Subject Reloaded,Kelly Reichardt,"Robert De Niro, Meryl Streep, Gemma Chan",United Kingdom,"June 2, 2023",2010,TV-MA,1 Season,Reality TV,"A visually stunning story set in modern Seoul, following a unlikely hero whose life is upended by an unexpected reunion. When old enemies resurface, they must find the strength to fight for justice."
s422,TV Show,Emergency Protocol,Akira Kurosawa,"Margot Robbie, Jun Ji-hyun, Dev Patel",Italy,"June 21, 2023",2001,TV-PG,6 Seasons,"Comedies, Romantic TV Shows","When a catastrophic accident shakes the foundations of their life, a rogue agent in 1970s New York discovers that loyalties are tested. A thought-provoking journey of betrayal and humanity."
s423,TV Show,Parallel Worlds,Darren Aronofsky,"Steven Yeun, Zendaya, Morgan Freeman",Turkey,"December 26, 2021",2001,TV-G,2 Seasons,"TV Action & Adventure, International TV Shows",A scientist navigates the dangerous underbelly of a remote island in this critically acclaimed thriller where the stakes become personal and survival demands everything.
s424,TV Show,Covert Ops Season Zero,Lars von Trier,"Robert De Niro, Awkwafina, Priyanka Chopra",Australia,"March 1, 2019",2012,TV-14,3 Seasons,"Talk Shows, Stand-Up Comedy",A scientist navigates the dangerous underbelly of the Arctic in this critically acclaimed thriller where the stakes become personal and survival demands everything.
s425,TV Show,The Shadow Network,Bong Joon-ho,"Charlize Theron, Viola Davis, Jennifer Lawrence",Australia,"September 21, 2023",2013,TV-14,2 Seasons,"TV Dramas, British TV Shows","A heart-wrenching story set in modern Seoul, following a rookie cop whose life is upended by a catastrophic accident. When old enemies resurface, they must find the strength to fight for justice."
s426,TV Show,The Strike Team : Origins,Federico Fellini,"Shah Rukh Khan, Gemma Chan, Riz Ahmed",South Korea,"September 19, 2018",2012,TV-PG,4 Seasons,"Reality TV, Talk Shows","When a catastrophic accident shakes the foundations of their life, a journalist in Tokyo discovers that betrayal strikes from within. A thought-provoking journey of love and faith."
s427,TV Show,The Hunt,Terrence Malick,"Charlize Theron, Amy Adams, Song Kang-ho",Mexico,"March 10, 2022",2021,TV-MA,6 Seasons,"Talk Shows, Stand-Up Comedy",A rebel leader navigates the dangerous underbelly of modern Seoul in this thought-provoking thriller where everything goes wrong and survival demands everything.
s428,TV Show,The Sentinel : Origins,Ava DuVernay,"Steven Yeun, Margot Robbie, Jennifer Lawrence",Spain,"January 24, 2023",2005,TV-G,4 Seasons,"Talk Shows, Stand-Up Comedy","A darkly comic story set in 1970s New York, following a rogue agent whose life is upended by a catastrophic accident. When the stakes become personal, they must find the strength to fight for redemption."
s429,TV Show,The Test Subject Classified,Kathryn Bigelow,"John David Washington, Amitabh Bachchan, Daniel Kaluuya",France,"June 5, 2023",2018,TV-PG,1 Season,"TV Dramas, International TV Shows","Set against the vivid backdrop of modern Seoul, this critically acclaimed drama follows a young woman grappling with loyalty and an unrelenting search for freedom."
s430,TV Show,Manhunt Season Zero,Ingmar Bergman,"Deepika Padukone, Jennifer Lawrence, Riz Ahmed",Spain,"March 22, 2017",2003,TV-G,3 Seasons,"TV Dramas, International TV Shows","In the heart of 1970s New York, a rebel leader uncovers a dangerous secret that pulls them into a world of corporate greed. A critically acclaimed tale of loyalty and betrayal."
s431,TV Show,Collateral Reloaded,Ryan Coogler,"Priyanka Chopra, Deepika Padukone, John David Washington",Japan,"December 21, 2020",2022,TV-MA,6 Seasons,"Crime TV Shows, Thrillers","When a sudden revelation shakes the foundations of their life, a scientist in Los Angeles discovers that the stakes become personal. A heart-wrenching journey of betrayal and sanity."
s432,TV Show,Sleeper Cell,Pedro Almodóvar,"Amitabh Bachchan, Florence Pugh, Lupita Nyong'o",Mexico,"August 19, 2019",2022,TV-MA,6 Seasons,"TV Dramas, International TV Shows","Set against the vivid backdrop of the Arctic, this heart-wrenching drama follows a scientist grappling with redemption and an unrelenting search for redemption."
s433,TV Show,Black Mirror Effect Season Zero,Wes Anderson,"Gemma Chan, Amitabh Bachchan, Julianne Moore",United States,"September 3, 2023",2018,TV-MA,5 Seasons,"LGBTQ TV Shows, Dramas","After an unexpected reunion, a teacher in the Arctic is forced to confront a corrupt official and risk everything for justice. A heart-wrenching exploration of loyalty."
s434,TV Show,The Strike Team : Origins,Tim Burton,"Shah Rukh Khan, Tom Hanks, Natalie Portman",France,"January 28, 2017",2003,TV-PG,5 Seasons,"Dramas, International TV Shows","When a sudden revelation shakes the foundations of their life, a surgeon in war-torn Beirut discovers that everything goes wrong. A thought-provoking journey of redemption and sanity."
s435,TV Show,The Agency,Sam Raimi,"Emma Stone, Robert De Niro, Gemma Chan",Canada,"December 7, 2017",2021,TV-14,1 Season,"Kids TV, Family Watch Together TV","Set against the vivid backdrop of the Arctic, this emotionally charged drama follows a single father grappling with redemption and an unrelenting search for their family."
s436,TV Show,Black Mirror Effect,Kelly Reichardt,"Amy Adams, Priyanka Chopra, Amitabh Bachchan",Brazil,"February 15, 2019",2021,TV-14,4 Seasons,"Kids TV, Family Watch Together TV","A pulse-pounding story set in the Arctic, following a exiled prince whose life is upended by a catastrophic accident. When old enemies resurface, they must find the strength to fight for redemption."
s437,TV Show,Crisis Point,Ken Loach,"Viola Davis, Saoirse Ronan, Jennifer Lawrence",Italy,"February 9, 2021",2003,R,6 Seasons,"Crime TV Shows, International TV Shows","When a devastating loss shakes the foundations of their life, a former soldier in modern Seoul discovers that betrayal strikes from within. A emotionally charged journey of loyalty and faith."
s438,TV Show,Hard Evidence Chronicles,François Truffaut,"Amy Adams, Gemma Chan, Brad Pitt",Turkey,"May 24, 2021",2015,R,1 Season,"Dramas, International TV Shows","Set against the vivid backdrop of the Arctic, this darkly comic drama follows a former soldier grappling with redemption and an unrelenting search for redemption."
s439,TV Show,Apex Predator : Origins,Steven Spielberg,"Ali Wong, Jun Ji-hyun, Amy Adams",United States,"March 19, 2019",2000,R,6 Seasons,"TV Comedies, British TV Shows","Set against the vivid backdrop of modern Seoul, this darkly comic drama follows a exiled prince grappling with justice and an unrelenting search for the truth."
s440,TV Show,Signal Lost,Ridley Scott,"Viola Davis, Priyanka Chopra, Denzel Washington",Australia,"December 17, 2023",2007,TV-MA,3 Seasons,"Docuseries, International TV Shows",A scientist navigates the dangerous underbelly of rural France in this gripping thriller where old enemies resurface and survival demands everything.
s441,TV Show,Cabinet Secrets,Mike Leigh,"Samuel L. Jackson, Jun Ji-hyun, Tom Hanks",Australia,"August 5, 2020",2016,R,6 Seasons,"Sci-Fi & Fantasy, TV Shows","In the heart of futuristic Mumbai, a exiled prince uncovers a dangerous secret that pulls them into a world of espionage. A visually stunning tale of survival and loyalty."
s442,TV Show,Bloodline,Steven Spielberg,"Morgan Freeman, Saoirse Ronan, Charlize Theron",Japan,"June 3, 2023",2004,TV-PG,5 Seasons,"Docuseries, International TV Shows","Set against the vivid backdrop of futuristic Mumbai, this heart-wrenching drama follows a grieving mother grappling with identity and an unrelenting search for justice."
s443,TV Show,Dark Territory,James Wan,"Dev Patel, Zendaya, Jennifer Lawrence",France,"May 7, 2022",2016,TV-G,1 Season,"TV Comedies, British TV Shows","A visually stunning story set in Tokyo, following a scientist whose life is upended by a catastrophic accident. When the truth comes to light, they must find the strength to fight for their family."
s444,TV Show,City Chronicles,Lars von Trier,"Joaquin Phoenix, Idris Elba, Daniel Kaluuya",Spain,"September 17, 2018",2013,TV-G,1 Season,"TV Comedies, British TV Shows","After a shocking murder, a unlikely hero in the Arctic is forced to confront a shadowy organization and risk everything for freedom. A darkly comic exploration of redemption."
s445,TV Show,The Summit Files,David Fincher,"Robert De Niro, Margot Robbie, Adam Driver",Australia,"July 24, 2017",2011,TV-14,6 Seasons,"Romantic TV Shows, Korean TV Shows","Set against the vivid backdrop of Tokyo, this pulse-pounding drama follows a rookie cop grappling with survival and an unrelenting search for their family."
s446,TV Show,The Underground Reloaded,Kathryn Bigelow,"Charlize Theron, Brad Pitt, Meryl Streep",India,"November 26, 2022",2004,TV-G,3 Seasons,"TV Dramas, International TV Shows","Set against the vivid backdrop of futuristic Mumbai, this gripping drama follows a rogue agent grappling with survival and an unrelenting search for survival."
s447,TV Show,The Resistance,Kelly Reichardt,"Anthony Mackie, Julianne Moore, Natalie Portman",France,"May 16, 2019",2015,TV-G,1 Season,"Reality TV, Talk Shows","When a devastating loss shakes the foundations of their life, a grieving mother in war-torn Beirut discovers that the stakes become personal. A critically acclaimed journey of revenge and courage."
s448,TV Show,The Handler,James Cameron,"Leonardo DiCaprio, Amy Adams, Samuel L. Jackson",Turkey,"April 6, 2023",2018,TV-14,6 Seasons,"TV Dramas, International TV Shows","In the heart of Tokyo, a journalist uncovers a dangerous secret that pulls them into a world of espionage. A critically acclaimed tale of betrayal and loyalty."
s449,TV Show,Bloodline,Ryan Coogler,"Saoirse Ronan, Amy Adams, Oscar Isaac",Australia,"July 11, 2020",2001,TV-G,5 Seasons,"Sci-Fi & Fantasy, TV Shows","After a shocking murder, a young woman in the Arctic is forced to confront a dangerous enemy and risk everything for the truth. A gripping exploration of redemption."
s450,TV Show,Covert Ops Chronicles,Martin Scorsese,"Lupita Nyong'o, Charlize Theron, Brad Pitt",Brazil,"May 16, 2021",2003,TV-14,4 Seasons,"Crime TV Shows, Thrillers","After a sudden revelation, a rebel leader in futuristic Mumbai is forced to confront their own demons and risk everything for redemption. A pulse-pounding exploration of love."
s451,TV Show,Parallel Worlds : Origins,Ken Loach,"Jun Ji-hyun, Gemma Chan, Charlize Theron",United States,"November 8, 2019",2006,TV-G,5 Seasons,"TV Dramas, British TV Shows","Told across sweeping landscapes of modern Seoul, this critically acclaimed saga tracks a rookie cop through loss, justice, and an unexpected battle for the truth."
s452,TV Show,The Informant,Yorgos Lanthimos,"Joaquin Phoenix, Lee Byung-hun, Steven Yeun",Japan,"September 7, 2022",2004,TV-14,1 Season,"TV Comedies, British TV Shows","After a devastating loss, a teacher in Los Angeles is forced to confront a ruthless crime lord and risk everything for freedom. A darkly comic exploration of betrayal."
s453,TV Show,The Informant Reloaded,Akira Kurosawa,"Aamir Khan, Awkwafina, Anthony Mackie",United Kingdom,"March 23, 2019",2001,TV-MA,5 Seasons,"Anime Series, Action & Adventure","When an unexpected reunion shakes the foundations of their life, a teacher in futuristic Mumbai discovers that everything goes wrong. A darkly comic journey of revenge and humanity."
s454,TV Show,The Underground Classified,Steven Soderbergh,"Lupita Nyong'o, Idris Elba, Michael Fassbender",Australia,"October 7, 2022",2000,TV-G,5 Seasons,"Crime TV Shows, International TV Shows","After an unexpected reunion, a surgeon in Los Angeles is forced to confront a ruthless crime lord and risk everything for survival. A pulse-pounding exploration of survival."
s455,TV Show,Black Mirror Effect,James Wan,"Deepika Padukone, Oscar Isaac, Priyanka Chopra",Mexico,"May 5, 2023",2001,TV-14,6 Seasons,"TV Comedies, British TV Shows","Told across sweeping landscapes of Los Angeles, this emotionally charged saga tracks a rogue agent through loss, redemption, and an unexpected battle for survival."
s456,TV Show,Dark Matters,Agnès Varda,"Brad Pitt, Park Bo-gum, Jun Ji-hyun",Australia,"April 12, 2022",2008,TV-PG,2 Seasons,"TV Horror, Thrillers","In the heart of war-torn Beirut, a rebel leader uncovers a dangerous secret that pulls them into a world of supernatural mystery. A critically acclaimed tale of justice and survival."
s457,TV Show,The Division Season Zero,Akira Kurosawa,"Julianne Moore, Zendaya, Samuel L. Jackson",Mexico,"April 15, 2022",2023,TV-PG,4 Seasons,"Talk Shows, Stand-Up Comedy","A emotionally charged story set in rural France, following a exiled prince whose life is upended by a mysterious disappearance. When betrayal strikes from within, they must find the strength to fight for redemption."
s458,TV Show,The Network : Origins,Kelly Reichardt,"Lee Byung-hun, Tom Hanks, Gemma Chan",United Kingdom,"February 5, 2020",2007,TV-G,4 Seasons,"TV Horror, Thrillers","A heart-wrenching story set in Tokyo, following a journalist whose life is upended by a mysterious disappearance. When betrayal strikes from within, they must find the strength to fight for freedom."
s459,TV Show,The Conspiracy,Wong Kar-wai,"Lee Byung-hun, Ali Wong, John David Washington",Nigeria,"January 26, 2023",2003,TV-PG,5 Seasons,"Anime Series, Action & Adventure","A thought-provoking story set in the Arctic, following a unlikely hero whose life is upended by a shocking murder. When loyalties are tested, they must find the strength to fight for survival."
s460,TV Show,The Alliance,Paul Thomas Anderson,"Meryl Streep, Idris Elba, Florence Pugh",Spain,"January 1, 2017",2017,TV-MA,3 Seasons,"TV Dramas, International TV Shows","After a devastating loss, a rogue agent in war-torn Beirut is forced to confront a corrupt official and risk everything for justice. A critically acclaimed exploration of revenge."
s461,TV Show,Deep State,Wes Anderson,"Florence Pugh, Zazie Beetz, Jennifer Lawrence",Mexico,"October 3, 2019",2003,TV-MA,3 Seasons,"Anime Series, Action & Adventure","After a catastrophic accident, a rebel leader in 1970s New York is forced to confront a shadowy organization and risk everything for survival. A pulse-pounding exploration of identity."
s462,TV Show,The Division,Steven Spielberg,"John David Washington, Park Bo-gum, Daniel Kaluuya",Nigeria,"December 26, 2023",2002,TV-14,1 Season,"Comedies, Romantic TV Shows","After a shocking murder, a scientist in small-town America is forced to confront a corrupt official and risk everything for their family. A darkly comic exploration of identity."
s463,TV Show,Outbreak,Pedro Almodóvar,"Natalie Portman, Chris Pratt, Adam Driver",Canada,"July 16, 2020",2022,R,4 Seasons,"Talk Shows, Stand-Up Comedy","Told across sweeping landscapes of futuristic Mumbai, this thought-provoking saga tracks a surgeon through loss, survival, and an unexpected battle for redemption."
s464,TV Show,The Strike Team,Ava DuVernay,"Saoirse Ronan, Steven Yeun, Daniel Kaluuya",India,"December 23, 2018",2022,TV-14,1 Season,"Reality TV, Talk Shows","Told across sweeping landscapes of the Arctic, this visually stunning saga tracks a detective through loss, redemption, and an unexpected battle for freedom."
s465,TV Show,The Task Force Reloaded,Francis Ford Coppola,"Cate Blanchett, Amitabh Bachchan, Brad Pitt",Brazil,"January 8, 2022",2004,TV-14,1 Season,"TV Dramas, British TV Shows","When a catastrophic accident shakes the foundations of their life, a scientist in a remote island discovers that betrayal strikes from within. A pulse-pounding journey of loyalty and courage."
